Python开发工程师---0401,15k-25k ,深圳,"
python开发工程师,15k-24k ,深圳,"
经验3-5年","
本科及以上","
        岗位要求：1、精通Python，具有高并发服务器开发经验；2、具有移动app数据接口开发经验；3、熟练使用 Redis 等分布式缓存4、具备 PostgreSQL、MySQL 索引优化、查询优化和存储设计经验5、了解 RPC、分布式队列任务优先
        "
Python开发工程师,20k-40k ,上海,"
经验3-5年","
大专及以上","
        职位描述：
1、负责公司智能办公平台模块的功能规划、需求分析和用户体验；
2、负责所属模块的代码开发、调试与维护工作；
3、积极响应用户需求并进行开发和交付；
4、参与公司相关产品的架构优化，性能优化及其模块的技术实现。
岗位要求：
1、学历大专以上，计算机相关专业毕业；3年以上Python开发经验；
2、良好的问题理解能力，能够理解以及处理复杂逻辑；
3、良好的代码风格和开发习惯；
4、熟悉主流前端框架，了解React、Vue、CSS等相关知识；
5、熟悉常见的Web框架，包括Django, Tornado，Flask等；
6、熟悉常见的存储方案，包括MySQL、MongoDB、Redis等；
7、性格积极乐观，诚信，较好的沟通能力，文档整理能力；
8、具备强烈的进取心、求知欲及团队合作精神。
        "
python,10k-20k ,南京,"
经验1-3年","
本科及以上","
        1.至少2年以上爬虫系统开发经验
2. 精通Python, 熟练掌握至少一种开源爬虫框架，熟练掌握mongo、redis、mq、Hadoop等相关技术
        "
Python运维开发工程师,12k-20k ,北京,"
经验3-5年","
本科及以上","
        岗位职责：
1、负责公司自动化运维平台项目的开发与维护，以提升运维的工作效率；
2、负责公司产品线的自动化部署：包括安装、配置，维护，监控，调优，排除故障等稳定性保障工作；
3、负责私有云、容器相关平台和工具的开发；
4、负责与其它部门协调，指定相关接口规范。

岗位要求：
1、本科及以上学历，计算机相关专业， 2年以上Python开发经验；
2、熟悉Django, Tornado, Flask框架中的至少一种，熟悉Web后端架构；
3、熟悉Linux平台环境的开发，熟悉Linux Shell编写 ；
4、熟悉ELK、Zabbix等监控系统维护、使用；
5、熟悉mysql、nginx、tomcat等中间件使用；
6、有项目CI/CD经验者优先；
7、对自动化运维有强烈的兴趣，有优秀的学习和沟通能力。
        "
python开发工程师,7k-10k ,广州,"
经验1-3年","
本科及以上","
        岗位职责：
1. 参与智能投顾项目，利用python开发，对金融数据进行量化分析
2. 参与数据可视化开发
3. 优化、维护平台代码架构
 
任职要求：
1. 本科及以上学历，计算机相关专业；
2. 熟练运用python进行开发
3. 能快速接受和掌握新技术，学习能力和工作责任心强，良好的沟通表达能力和团队协作能力
4. 对金融感兴趣者优先
        "
Python工程师,6k-12k ,昆明,"
经验1-3年","
本科及以上","
        1. 本科及以上学历；
2. 两年以上 Python 开发经验；
3. 熟悉 MVC 架构，能熟练使用 Django、Tornado、Flask 中至少一个开发框架；
4. 熟悉分布式服务器架构、分布式缓存、消息队列等机制；
5. 熟悉 Redis、MongoDB、Kafka、RabbitMQ 等；
6. 了解 Web 前端技术： HTML、CSS、JavaScript;
7. 加分项：熟练使用 Unix/Liunx 操作系统，熟悉 TCP/IP 、HTTP 、MQTT 协议；
（招实习生）
        "
Python开发工程师,20k-35k ,深圳,"
经验3-5年","
本科及以上","
        职位描述：
1. 参与到量化策略交易产品的研发，及时跟进社区版的演进并应用到本产品当中；2. 根据客户和终端使用者的定制化需求，完善产品功能；3. 负责业务需求分析、系统设计、开发计划的制定与跟进；4. 完成上级交办的其他任务。
岗位要求：1、三年以上Python开发经验，具有较丰富的项目经验和良好的编程习惯，并具有独立负责项目的能力；2、熟悉PyQt框架，并具有成熟客户端项目经验者优先；3、熟悉numpy, pandas, matplotlib等常用数学工具库的使用；4、熟练使用Python常用库及了解Python的包管理机制，善于通过错误跟踪和日志分析快速解决问题；5、统招全日制本科及以上学历，计算机及相关专业，扎实的计算机基础知识。

        "
python开发工程师,13k-19k ,北京,"
经验不限","
本科及以上","
        职责描述：1、 参与数据平台相关系统开发和维护，实现数据工业化生产；2、 参与金融投研平台的开发，深度融合业务，实现数据价值；3、 参与部门开发规范和标准，为实现工业化生产平台提供技术支持;4、 通过个人技术和能力，共同为公司数据体系和投研平台建设贡献力量。任职要求：1 1年以上相关工作经验，至少2年以上Python编程经验，使用Python开发过大型系统经验者优先；2 精通Python语言，熟悉Python开发编码规范；熟悉Python多进程应用开发及异步编程；熟悉tornado、django、flask等web开发框架中至少一种；3 熟悉MySQL等关系型数据库的使用；4 熟悉TCP/IP网络协议,熟悉Linux操作系统；5 熟悉团队协作开发，熟练使用git版本控制工具，熟悉jira, Confluence; 了解docker k8s可按照项目运行环境要求搭建环境；6 有VUE等前端经验者优先考虑；7 对新技术有强烈的探索欲望，责任心强，良好的沟通能力，能够承受工作压力，有强烈的责任心。
        "
python工程师,14k-28k ,北京,"
经验不限","
硕士及以上","
        工作职责：
1、负责数据、应用平台的前后端开发和性能调优；
2、负责应用平台数据处理程序，重点标注数据处理；
3、调研分析开源程序（公司产品基于某开源产品体系），应用到公司产品；
任职要求：
1、熟悉python，了解linux、flask、celery、java、groovy、js；
2、熟悉restful API，常见数据库sql、nosql，及分析工具方法；
3、熟悉人工智能图像标注数据处理（重点主要工作）；
4、具备基本的团队协作和git使用技能；
5、有成功产品经验（加分）；
.
目标人选画像：
1，学习意愿强、实践动手能力强，具备相应的学习能力：在人工智能第三次浪潮发展中需要不断的更新知识技术体系，并用于产品研发中；
.
在这里：你将从初创团队组建时加入项目，将参与新研发项目从零到一的过程；
公司项目：公司依托上市制药公司，新项目立足于人工智能辅助药物研发过程，目前开展**阶段的产品研发，主要是医学图像分析，详情面对面沟通；
        "
python开发工程师,8k-12k ,成都,"
经验1-3年","
大专及以上","
        岗位职责：1. 负责研发量化系统和回测系统，策略上线表现的可视化，能够出具策略表现简报。2、接口开发，机器人下单算法实现，策略的底层实现3、系统、数据库的开发与维护，根据策略的调整不断优化量化交易程序4、量化投资策略及指标模型的数据整理以及回测平台的开发任职要求： 1. 重点理工类高校毕业，硕士及以上学历、或特别优秀的本科生，计算机、电子信息类相关专业。 2. 3年以上的python或者c++开发经验3. 有参与大型项目和架构设计的经验。4. 具备敏捷开发能力，能在短时间内搭建起高性能、高稳定性项目。5. 具有geek精神，希望不断接收新的挑战。6. 良好的逻辑思维能力、沟通协调能力、团队合作能力和快速学习能力，勤奋踏实好学，能承受一定的工作强度
        "
Python开发工程师,10k-20k ,杭州,"
经验3-5年","
本科及以上","
        工作内容：
1、具有3年及以上爬虫经验，了解常见反爬虫机制，具有对抗电商网站反爬虫的项目经验，能攻破反爬虫并获取数据 
2、熟悉HTTP协议、网页动态渲染技术，能抓包分析数据接口
3、熟练掌握Python，有良好的代码风格及编程能力
5、至少熟悉MongoDB/MySQL/Redis等其中一种数据库的使用和优化
6、使用或研究过常用的爬虫框架（如scrapy/pyspider等）
7、具有良好的沟通能力、分析解决问题能力和团队协作精神

岗位职责：
1、负责电商网站爬虫项目的开发维护、性能优化等
2、研究和破解电商网站的反爬措施（如IP校验、自动登录、验证码、加密token等），保证爬取网页的速度和稳定性
3、从网页数据中，提取、清洗、转换和存储数据，实时监控爬虫的进度并预警
4、开发和维护爬虫框架，快速解决实际开发过程碰到的各类问题
5、团队日常工作管理。
        "
Python后端高级开发工程师-...,20k-40k ,北京,"
经验1-3年","
本科及以上","
        职位职责：
1、负责高质量python系统的开发，包含运营系统、审核系统等平台开发；
2、为业务开发提供方案支持和实施，持续改善已有服务。
职位要求：
1、本科及以上学历，计算机相关专业；
2、具有良好的数据结构和算法基础，具备扎实的编程能力；
3、熟悉python, django, mysql，memcache，redis，kafka消息队列等常用WEB组件；
4、熟悉前端相关技术，vue、html、javascript、css等；
5、熟悉大数据相关工具hadoop、hive、es者优先；
6、独立思考，有产品意识，能提出系统改善和产品优化者优先。
        "
资深Python研发工程师-广告...,20k-35k ,上海,"
经验3-5年","
本科及以上","
        职位职责：
1、负责字节跳动广告平台服务器端研发工作，包括但不限于头条、抖音、Tik Tok等产品变现的研发；
2、深入发掘和分析业务需求，撰写技术方案和系统设计；
3、根据产品需求，进行系统设计和编码；
4、持续对系统架构进行改造和优化。

职位要求：
1、三年以上开发经验，一年以上的Python开发经验；
2、具备良好的基本功，熟练使用基本的数据结构和算法，深入理解多线程、socket等相关技术；
3、具备良好的编码习惯，结构清晰，命名规范，逻辑性强，代码冗余率低；
4、熟练掌握Django, Tornado，Sqlalchemy，Celery等主流框架，深入理解框架实现原理及特性；熟练使用python的常用库；
5、熟悉Python的高级特性，深入理解各种设计模式和应用场景；
6、有大规模分布式系统的开发和高可用相关的实践经验，具备设计复杂系统的能力；
7、熟练掌握MySQL数据库，具备MySQL索引优化、查询优化的能力；
8、熟练掌握一种以上非关系型数据库，如Redis, Cassandra，理解其使用场景及限制；
9、熟悉分布式系统，熟练掌握一种以上服务框架和消息中间件，了解其实现原理；
10、熟悉Internet常用协议，如HTTP、TCP/IP、熟悉RESTful规范；
11、有以下经验者优先：
① 具有golang实际工作经验；
② 具有大规模分布式系统的调优经验；
③ 熟悉大规模分布式系统架构设计，熟悉CAP、Quorum、Consistent Hashing等原理和算法。
        "
python工程师,10k-18k ,上海,"
经验3-5年","
本科及以上","
        1、3年以上python开发经验2、熟练掌握python基础数据结构和通信模型(flask、tonardo等)3、熟练掌握pandas 、numpy，熟悉数据处理4、熟悉数据结构，具备清晰的编程思路和编码风格5、有投资行业金融模型处理经验优先6、有分布式架构开发经验者优先
        "
python开发工程师,15k-30k ,深圳,"
经验不限","
本科及以上","
        岗位职责：

1、负责公司电力大数据平台的规划设计及开发维护，参与开发文档撰写、代码编写、调试维护等工作，并协助其他开发人员解决技术问题；
2、深入理解业务需求，并与运营人员共同对业务模型进行汇总提炼，参与系统建模工作；
3、在保障系统的稳定性，可维护性的基础上，快速响应业务需求；

任职要求：

1、全日制本科以上，计算机相关专业，2年以上Python开发工作经验优先，Python基础扎实。
2、熟练使用Python相关的框架Django、Flask等，熟悉框架原理机制，熟悉Restful风格API编写。
3、熟练使用linux系统下的软件开发、测试、部署流程、熟练使用git等开发工具。
4、熟悉常用的数据库，不限于MySQL、Redis、PostgreSQL。
5、了解TCP、UDP、HTTP、HTTPs相关的网络知识、多进程、多线程、协程、基本的数据结构和算法。
6、熟悉机器学习、大规模数据处理、docker优先。
        "
python,18k-35k ,上海,"
经验3-5年","
本科及以上","
        岗位要求：
具有团队协作工作经验，能熟练使用svn,git等分布式代码控制管理仓库工具；
熟悉python语言，至少了解一种framework（tornado,flask,Django等）；
熟悉或了解一种或多种高级编程语言（除python外）,如nodejs,go,ruby,等优先考虑；
熟悉PostgreSQL/Redis等常用的开源存储工具；
熟练掌握OO的编程思想，掌握多种常用设计模式；
了解mircoservice，了解soa架构这优先考虑;
了解异步处理，消息处理模式，具备HTTP，TCP等网络服务端开发经验，
并能针对具体业务场景做并发异步服务的开发和优化。
员工福利：
1、遇见的是一只年轻化团队，来自全球大公司的同事一起工作，易沟通，有活力，好相处；
2、薪酬无上限，只要你能力够强，绩效、项目奖金、期权体系完善；
3、入职当月全额上缴五险一金，工作居住证这些都是标配；
4、试用期工资=转正工资，试用期还扣20%我们觉得太没诚意；
5、生日节假日等福利不会少；
6、弹性工作，我们提倡高效率的办公模式；
7、我们的免费下午茶各种好吃的，天天不重样，水果不间断，妈妈再不用担心不长胖了；

员工关爱
1、每年不定期组织员工健康活动体检，关注员工的身体健康；
2、每年举办盛大年会，让员工得到归属感与自豪感；
3、不定期举办员工活动、体育竞赛等
优秀的团队，扁平化的管理，轻松活跃的氛围，面试时见到Leader你就知道了；
当然，如果你够优秀，升职加薪走上人生巅峰也是不在话下的！
        "
python开发,6k-8k ,武汉,"
经验1-3年","
本科及以上","
        岗位职责：
1、负责设计和开发分布式爬虫系统,进行多平台信息的抓取和分析；2、负责抓取后的信息数据抽取,清洗,去重等工作，提升平台的抓取效率；3、开发实时监控爬虫的进度和报警反馈；4、善于灵活运用各种知识去解决爬虫相关问题。

岗位要求：
1、至少1年以上爬虫相关经验，本科及以上学历；2、编程语言不限制，有一定linux基础，扎实的编程功底；3、熟练使用redis,mysql,mongodb等数据库；4、精通各种正则表达式；5、对网络编程，Http协议，Web开发有一定的了解，具备一定的反屏蔽能力。
        "
Python开发工程师,10k-15k ,上海,"
经验1-3年","
本科及以上","
        工作职责：1、 负责联邦学习、安全多方计算等相关产品中机器学习算法的研究、实现和优化；2、 针对机器学习在实际业务场景落地中的问题，探索高效准备的解决方案，并持续跟进效果和业务价值；3、 从具体市场需求出发，将机器学习算法应用到产品中，以帮助解决互联网、银行、券商、零售、运营商、融合媒体等广泛领域中的机器学习问题，为客户创造业务价值；4、 跟踪业界和学术界最新进展，并且能够快速应用到业务中。岗位要求：1、 良好的编程能力和规范，熟悉Python/Linux，了解Go；2、 有一年以上的机器学习项目开发经验，熟悉机器学习相关算法，例如LR、DT、RF、XGboost、LightGBM、GBDT、KNN等，熟悉一个或多个机器学习工程库，例如：Sklearn、MLLIB；在以下至少一个领域有过实际经验：用户画像、时序预测、个性化推送、推荐系统、精准营销、信用打分；3、 有海量数据的处理和分析经验，熟悉一个或多个大数据处理工具，例如Hadoop、Spark、Hive等；4、 有金融征信、风控项目工作经验更佳；5、 良好的理解能力和学习能力，主动性和责任心强。
        "
Python开发工程师,20k-40k ,上海,"
经验5-10年","
本科及以上","
        岗位职责： 工作职责： 1. 基于Python的AI产品服务器端设计与开发；2. AI产品服务器端持续优化；3. 按照项目计划，按时提交高质量的任职要求：到岗日期： - 任职资格： 1. 计算机或相关专业本科或以上学历，5年以上相关工作经验，具备丰富的python实际项目开发经验2. 熟悉并掌握Flask/Django等web框架，了解架构设计和实现原理3. 熟悉数据库操作，拥有MySQL/MongoDB/Redis等使用经验4. 了解JavaScript/HTML5/WebSocket等技术5. 具有Linux/Unix下操作经验6. 具备良好的团队协作精神，以及积极主动的学习和交流能力7. 熟悉Git，有开源项目贡献者优先8. 了解机器学习，有常见深度学习框架（如TensorFlow，PyTorch等）使用经验者优先9. 了解虚拟化技术，熟悉docker者优先
        "
Python开发工程师,10k-15k ,深圳,"
经验1-3年","
本科及以上","
        岗位要求：
1.本科及以上学历，计算机、统计学等相关专业，1年以上软件开发经验；
2.编程基本功扎实，精通Python，熟练掌握正则表达式；
3.具备NLP相关知识，如结巴分词等，了解或接触过TensorFlow、Pytorch、Keras等至少一种深度学习框架；
4.具有优良的代码习惯，重视代码质量；5.工作细致认真、有责任心，执行力强，有较强的学习能力和积极性。
        "
python开发,15k-30k ,深圳,"
经验3-5年","
本科及以上","
        【岗位职责】1、负责Web后台、手机APP后台系统的开发、优化与维护；    2、熟悉敏捷开发，编写高质量的，整洁简单，可维护性的代码；构建可重复使用的代码以及公共库；3、根据工作需要，设计并完成各种辅助工具的开发。   【任职资格】1、本科及以上计算机相关专业毕业，3年及以上的linux下Server编程经验；2、具有良好的技术能力，数据结构、算法基础扎实；3、熟悉类Unix系统架构、Tcp/Ip协议，掌握常用linux命令；4、熟练使用C/Python/go等任意一门开发语言；5、熟练多种 Web 开发框架及部署方式；6、熟悉多种数据库，如 MySQL, PostgreSQL, Redis；7、熟悉 SQL 语言，熟悉 ORM 框架；8、善于解决问题，拥有较强的自学能力，具备创新思维能力。   【加分项】1、有技术博客网站；2、有开源项目经验；3、有金融背景知识。【岗位诱惑】1、与腾讯、迅雷、IBM等一线互联网背景同事并肩作战；2、千亿级别市场机会，行业红利；3、超行业水平回报；【我们提供】1、轻松愉快的工作氛围，地铁盖上超甲生态写字楼办公环境；2、行业早期从业者带你小跑进入区块链领域；3、全员配置Macbook Pro + 27寸 显示器 + 价值5K人体工学椅；4、免费水果零食、软饮下午茶、台球桌、跑步机；5、全年14薪；6、14薪外还有年度奖金；7、每年至少一次高品质旅游 ；【我们想要怎样的人】1、对新鲜事物有强烈的好奇心、对区块链感兴趣；2、聪明，有极佳的逻辑思维，学习能力强。
        "
Python开发工程师,10k-20k ,深圳,"
经验1-3年","
本科及以上","
        岗位职责：
1. 研究深度学习或模式识别中核心算法，将上述算法开发为商用项目。
2. 根据应用场景进行算法优化和定制。
3. 搭建高可用、高性能的机器学习平台。
4. 理解和梳理业务，进行系统分析和设计，合理规划系统功能和结构。

任职条件：
1. 计算机相关专业，1年以上工作经验
2. 熟练使用Python编程，熟悉基本的数据结构、算法和设计模式
3. 熟悉mysql, mongodb, redis，kafka等常用数据库／缓存／队列项目的使用和优化
4. 熟悉分布式架构，有大规模数据集处理经验者优先
5. 熟悉主流web框架，了解架构设计和实现原理
6. 具有极强的主动学习欲望和快速学习的能力
7. 熟悉机器学习工具，如tensorflow、caffe有加分
        "
python后端开发工程师,5k-8k ,广州,"
经验不限","
本科及以上","
        1.本科及以上学历；
2.计算机相关专业，基础知识扎实（操作系统原理、关系型数据库原理、数据结构、TCP/IP协议、HTML协议）；
3.熟练使用python、MySQL、Redis、git、linux，理解常用编程范式；
4.思路清晰，目标感强；
5.热爱编程技术，善于沟通，乐于分享；
6.有FastAPI使用经验优先，了解敏捷开发方法优先；
        "
python工程师,15k-30k ,深圳,"
经验3-5年","
本科及以上","
        岗位职责：1、参与后台的设计、开发、优化等；2、与产品及前端开发人员协同工作，保证产品的质量和开发进度；3、对产品进行持续优化。岗位要求：1. 计算机相关专业，1年以上后台开发经验；2. 精通Python, 能够熟练使用至少一种脚本工具；3. 熟悉至少一种相关Web框架：Django /flask/ tornado，有扎实的编程基础，代码能力强；4. 熟悉Linux开发环境；5. 熟悉restful风格api的设计和编写；6. 精通MySQL/Redis等数据存储；7. 熟悉tcp/ip/http协议、精通多进程、多线程编程，及进程间通信；8. 具有优良的代码习惯，重视代码质量，熟悉github开发流程；9. 工作细致认真、有责任心，执行力强，有较强的学习能力和积极性。
        "
python爬虫,15k-30k ,北京,"
经验3-5年","
本科及以上","
        1）负责开发分布式网络爬虫系统，进行多平台信息的抓取和分析；2）负责网页信息抽取、数据清洗等研发和优化工作；3）负责公司数据仓库平台的 ETL 分析、设计、开发工作其他项1.熟悉 Linux 平台开发，精通 Python 编程2.精通网页抓取原理及技术，精通正则表达式，从结构化的和非结构化的数据中获取信息3.熟悉 MySQL、Redis、MongoDB 等数据库4.大数据、AI背景5
        "
python开发工程师,6k-8k ,深圳,"
经验1年以下","
本科及以上","
        岗位职责：1、依据产品经理的需求进行产品的程序设计及代码开发，包括任务分解和分配、开发进度监督和汇报、代码质量保证等；2、负责产品的Bug修复、技术支持；3、编写产品相关技术文档；岗位要求：1、基本要求：一本或以上学历、211以上学历优先考虑
2、学习能力良好
3、愿意往后端python开发方向发展
        "
服务器端开发工程师（Python...,30k-45k ,北京,"
经验3-5年","
本科及以上","
        职位职责：
1、负责头条垂直业务服务器端研发；
2、支撑头条垂直业务运营平台和活动日常的开发和维护；
3、深入发掘和分析业务需求，撰写技术方案和系统设计；
4、根据产品需求，进行系统设计和编码。

职位要求：
1、计算机相关专业，基础扎实，编码能力强悍，对新技术有强烈的学习热情；
2、熟练使用python/Go语言，具有良好的编程习惯。
3、有良好的沟通能力和业务理解能力。
        "
python开发工程师,8k-15k ,广州,"
经验1-3年","
本科及以上","
        岗位职责: 
1、参与公司人工智能平台项目的设计和开发； 
2、配合前后端开发人员进行应用及系统整合； 
3、配合公司其他的python编程开发师来开发相应的模块。
任职要求:
1.至少一年以上的Python应用经验；
2.必须掌握opencv，numpy等模块的开发；
3.必须掌握mysql的开发应用；
4.熟悉Flask的Web开发；
5.熟悉python爬虫开发；
6.熟悉C++可优先。
福利待遇：
1、周末双休，享国家法定节假日；
2、工作时间：10:00-12:00,13:30-19:00；
3、公司按照有关政策购买五险一金；
4、根据工作需要加班者均可享受加班餐补、交通补贴；
5、开放和谐的工作氛围，舒适便利的工作环境。
        "
python开发工程师,15k-30k ,上海,"
经验1-3年","
本科及以上","
        岗位职责：
1.全日制本科及以上，计算机相关专业毕业；3年以上Python开发经验；
2.精通Python语言，熟练掌握PythonWeb服务搭建部署流程；
3.熟悉常见的Python服务框架，包括但不限于Django, Tornado，Flask等；
4.熟悉常见的中间件，包括但不限于RabbitMQ、Redis、Kafka、Nginx等；
5.熟悉常见的存储方案，包括但不限于MySQL、MongoDB、HBase、Ceph等；
6.熟悉常用的开发工具，如Git、SVN等；
7.有良好的代码风格和开发习惯，懂得单元测试原理；

 
其他要求：
1.良好的沟通能力；
2.性格积极乐观，诚信，有较强的语言表达能力，具备强烈的进取心、求知欲及团队合作精神。

        "
Python开发工程师,8k-15k ,上海,"
经验不限","
学历不限","
        职责：• 负责相关系统的设计与开发，包括基于linux操作系统的脚本开发• 按照规范及设计文档完成编码工作，对代码质量负责，并按照规定提交相应的开发文档要求：• 熟悉Python语言及Django框架• 熟悉WEB标准，对使用CSS进行页面布局具有一定经验• 熟悉至少一种Bash/PHP/JavaScript/Ruby脚本语言• 熟悉SQL语言，熟悉MySQL的使用，能够分析SQL语句的性能• 熟悉至少一种linux发行版• 持续关注某开源领域相关技术及其发展• 关注代码/系统性能或服务架构设计
优秀应届生亦可工作态度• 具备良好的人际交往、语言表达和沟通能力• 具备高度的责任心、诚信的工作作风、优秀沟通能力及团队精神• 愿意接受挑战性的工作，能够高效及时完成工作
        "
python开发工程师,15k-20k ,上海,"
经验3-5年","
本科及以上","
        加入 DaoCloud 会负责：  
1.负责开发支撑Daocloud基于kubernetes的容器云平台的核心组件
2.负责基于 Python 的 web 快速开发、相关优化及产品部署
3. 搭建系统开发环境，完成系统框架和核心代码的实现，负责解决开发过程中的技术问题
4. 参与 Python 技术的相关产品规划、需求、设计、开发及测试等研发工作
5. 协助售前团队，服务客户，解决应用运行在容器平台的技术问题

DaoCloud 对你的期望：
1. 本科及以上学历，计算机相关专业
2.熟悉或精通 Python 语言，有两年以上后台开发经验
3.熟悉web开发框架（Django/Tornado/Flask），熟悉 Linux 操作系统及 shell 编程
4. 熟悉 MySQL、Redis、Mongo等常见数据库，具有数据库开发和设计能力
5. 了解异步框架、集群与负载均衡，消息中间件，容灾备份等技术
6. 熟悉代码构建打包流程，熟练使用 Jenkins 等常用 CI／CD 管理软件

优先条件：
1. 有全栈开发经验或大型在线服务开发经验者优先
2. 有从事过云平台、云计算方面开发经验者优先
3. 熟悉 Docker和 Kuberenetes 等容器相关技术者优先
        "
python开发,20k-35k ,北京,"
经验3-5年","
本科及以上","
        岗位职责：
1、面向海外用户提供精美、易用、高分享性的Web/App产品；
2、负责或参与服务器端web服务的开发。
 
任职要求：
1、全日制本科以上学历；
2、2年Python服务器项目开发经验，精通Java、PHP、Python、.NET中的一种，愿意深入学习Python；
3、扎实的面向对象编程思想，具备模块化编程的思维与经验，熟悉Git；
4、熟悉关系型数据Oracle、MySQL、SQLServer中的一种；
5、熟悉或了解服务器管理（如CentOS/Debian/Ubuntu）、服务器缓存技术（如Redis/Memcache）、ELB技术、CDN技术者优先；
6、良好的沟通能力、协作能力、抗压能力。
        "
python开发,12k-20k ,深圳,"
经验3-5年","
本科及以上","
        1、 熟悉Linux操作系统，能熟练使用一些Linux常用命令
 2、 熟悉一些最用数据库(mysql,oracle, mongo),会写一般的sql语句
 3、 至少三年以上的Python开发经验（实际项目开发经验）
 4、 熟练使用Python的常用库，熟悉其中各常用库的利弊
 5、 至少在项目中使用过一种python的web框架，如flask，django，tornado，webpy等，熟悉其中各常用模块的利弊
        "
python开发工程师,15k-25k ,北京,"
经验1-3年","
本科及以上","
        岗位职责： 
 1. 负责蓝湖主站后台系统的研发工作，构建高性能后台业务系统。
 2. 负责高质量的设计和编码，承担重点、难点的技术攻坚。
 3. 参与产品讨论与业务流程设计，为业务贡献价值。
 4. 关注性能，关注用户/客户体验的提升。 
 
任职资格：
1. 精通 Python 
2. 了解大型网站的性能优化及复杂业务系统设计的常见方法。
 3. 对mysql、redis等常见的互联网服务软件有深入的理解
 4. 较强的学习能力和责任心，具有良好的沟通能力和自驱性。
5.统招计算机科学或相关领域的本科以上学历
        "
